op_number,file,line,model,operation,verdict,evidence_function_name,evidence_org_check_line,notes
373,server/src/services/cache/redisCacheService.ts,590,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,"private removeFromTagIndex(key: string, tags: string[]): void {",server/src/services/cache/redisCacheService.ts:590,non-prisma: this.tagIndex.delete(tag);
374,server/src/services/cache/redisCacheService.ts,622,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,private evictLRU(): void {,server/src/services/cache/redisCacheService.ts:622,non-prisma: this.cache.delete(oldestKey);
375,server/src/services/cache/redisCacheService.ts,633,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,private cleanup(): void {,server/src/services/cache/redisCacheService.ts:633,non-prisma: this.cache.delete(key);
376,server/src/services/dataAnonymizationService.ts,35,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,private pseudonymizationKey: string;,server/src/services/dataAnonymizationService.ts:35,non-prisma: hmac.update(context ? `${context}:${value}` : value);
377,server/src/services/doraService.ts,214,dORAICTRiskAssessment,create,ORG_IN_WHERE_OR_DATA,export async function createICTRiskAssessment(data: {,server/src/services/doraService.ts:201,organizationId in prisma where/data
378,server/src/services/doraService.ts,364,dORAICTRiskAssessment,update,ORG_IN_WHERE_OR_DATA,export async function updateICTRiskAssessment(,server/src/services/doraService.ts:371,organizationId in prisma where/data
379,server/src/services/doraService.ts,394,dORAICTRiskAssessment,delete,ORG_IN_WHERE_OR_DATA,export async function deleteICTRiskAssessment(,server/src/services/doraService.ts:383,organizationId in prisma where/data
380,server/src/services/doraService.ts,476,dORAICTRiskAssessment,update,ORG_IN_WHERE_OR_DATA,export async function scoreICTRiskAssessment(,server/src/services/doraService.ts:486,organizationId in prisma where/data
381,server/src/services/doraService.ts,528,dORAICTIncident,create,ORG_IN_WHERE_OR_DATA,export async function createICTIncident(data: {,server/src/services/doraService.ts:513,organizationId in prisma where/data
382,server/src/services/doraService.ts,717,dORAICTIncident,update,ORG_IN_PRIOR_findFirst,export async function updateICTIncident(,server/src/services/doraService.ts:660,prior findFirst/findUnique with organizationId
383,server/src/services/doraService.ts,759,dORAICTIncident,update,ORG_IN_WHERE_OR_DATA,export async function deleteICTIncident(,server/src/services/doraService.ts:769,organizationId in prisma where/data
384,server/src/services/doraService.ts,820,dORAICTIncident,update,ORG_IN_WHERE_OR_DATA,export async function escalateIncident(,server/src/services/doraService.ts:827,organizationId in prisma where/data
385,server/src/services/doraService.ts,857,dORAThirdPartyProvider,create,ORG_IN_WHERE_OR_DATA,export async function createThirdPartyProvider(data: {,server/src/services/doraService.ts:843,organizationId in prisma where/data
386,server/src/services/doraService.ts,1013,dORAThirdPartyProvider,update,ORG_IN_WHERE_OR_DATA,export async function updateThirdPartyProvider(,server/src/services/doraService.ts:1020,organizationId in prisma where/data
387,server/src/services/doraService.ts,1042,dORAThirdPartyProvider,delete,ORG_IN_WHERE_OR_DATA,export async function deleteThirdPartyProvider(,server/src/services/doraService.ts:1031,organizationId in prisma where/data
388,server/src/services/doraService.ts,1272,dORAResilienceTest,create,ORG_IN_WHERE_OR_DATA,export async function createResilienceTest(data: {,server/src/services/doraService.ts:1257,organizationId in prisma where/data
389,server/src/services/doraService.ts,1414,dORAResilienceTest,update,ORG_IN_WHERE_OR_DATA,export async function updateResilienceTest(,server/src/services/doraService.ts:1421,organizationId in prisma where/data
390,server/src/services/doraService.ts,1443,dORAResilienceTest,delete,ORG_IN_WHERE_OR_DATA,export async function deleteResilienceTest(,server/src/services/doraService.ts:1432,organizationId in prisma where/data
391,server/src/services/doraService.ts,1506,dORAResilienceTest,update,ORG_IN_WHERE_OR_DATA,export async function executeResilienceTest(,server/src/services/doraService.ts:1520,organizationId in prisma where/data
392,server/src/services/doraService.ts,1556,dORAInformationRegister,create,ORG_IN_WHERE_OR_DATA,export async function createInformationRegisterEntry(data: {,server/src/services/doraService.ts:1558,organizationId in prisma where/data
393,server/src/services/doraService.ts,1729,dORAInformationRegister,update,ORG_IN_WHERE_OR_DATA,export async function updateInformationRegisterEntry(,server/src/services/doraService.ts:1736,organizationId in prisma where/data
394,server/src/services/doraService.ts,1758,dORAInformationRegister,delete,ORG_IN_WHERE_OR_DATA,export async function deleteInformationRegisterEntry(,server/src/services/doraService.ts:1747,organizationId in prisma where/data
395,server/src/services/euRegulations/dmaService.ts,163,dMAGatekeeper,create,ORG_IN_WHERE_OR_DATA,async registerGatekeeper(,server/src/services/euRegulations/dmaService.ts:153,organizationId in prisma where/data
396,server/src/services/euRegulations/dmaService.ts,182,dMAObligationTracking,create,ORG_IN_WHERE_OR_DATA,async registerGatekeeper(,server/src/services/euRegulations/dmaService.ts:185,organizationId in prisma where/data
397,server/src/services/euRegulations/dmaService.ts,301,dMAObligationTracking,update,ORG_IN_WHERE_OR_DATA,async updateObligationCompliance(,server/src/services/euRegulations/dmaService.ts:315,organizationId in prisma where/data
398,server/src/services/euRegulations/dmaService.ts,312,dMAObligationTracking,create,ORG_IN_WHERE_OR_DATA,async updateObligationCompliance(,server/src/services/euRegulations/dmaService.ts:315,organizationId in prisma where/data
399,server/src/services/euRegulations/dmaService.ts,366,dMAComplianceReport,create,ORG_IN_WHERE_OR_DATA,async generateComplianceReport(,server/src/services/euRegulations/dmaService.ts:369,organizationId in prisma where/data
400,server/src/services/euRegulations/dmaService.ts,428,dMAGatekeeper,update,ORG_IN_WHERE_OR_DATA,async updateGatekeeper(,server/src/services/euRegulations/dmaService.ts:421,organizationId in prisma where/data
401,server/src/services/euRegulations/dmaService.ts,505,dMAGatekeeper,delete,ORG_IN_WHERE_OR_DATA,"async deleteGatekeeper(organizationId: string, gatekeeperId: string): Promise<vo",server/src/services/euRegulations/dmaService.ts:496,organizationId in prisma where/data
402,server/src/services/euRegulations/dsaService.ts,211,dSAPlatform,create,ORG_IN_WHERE_OR_DATA,async registerPlatform(,server/src/services/euRegulations/dsaService.ts:213,organizationId in prisma where/data
403,server/src/services/euRegulations/dsaService.ts,256,dSAContentModeration,create,ORG_IN_WHERE_OR_DATA,async recordContentModeration(,server/src/services/euRegulations/dsaService.ts:249,organizationId in prisma where/data
404,server/src/services/euRegulations/dsaService.ts,322,dSAIllegalContentReport,create,ORG_IN_WHERE_OR_DATA,async reportIllegalContent(,server/src/services/euRegulations/dsaService.ts:315,organizationId in prisma where/data
405,server/src/services/euRegulations/dsaService.ts,366,dSAIllegalContentReport,update,ORG_IN_WHERE_OR_DATA,async processIllegalContentReport(,server/src/services/euRegulations/dsaService.ts:359,organizationId in prisma where/data
406,server/src/services/euRegulations/dsaService.ts,431,dSAAdRepository,create,ORG_IN_WHERE_OR_DATA,async addAdToRepository(,server/src/services/euRegulations/dsaService.ts:434,organizationId in prisma where/data
407,server/src/services/euRegulations/dsaService.ts,545,dSATransparencyReport,create,ORG_IN_WHERE_OR_DATA,async generateTransparencyReport(,server/src/services/euRegulations/dsaService.ts:548,organizationId in prisma where/data
408,server/src/services/euRegulations/dsaService.ts,659,dSAPlatform,update,ORG_IN_WHERE_OR_DATA,async updatePlatform(,server/src/services/euRegulations/dsaService.ts:670,organizationId in prisma where/data
409,server/src/services/euRegulations/dsaService.ts,679,dSAPlatform,delete,ORG_IN_WHERE_OR_DATA,"async deletePlatform(organizationId: string, platformId: string): Promise<void> ",server/src/services/euRegulations/dsaService.ts:670,organizationId in prisma where/data
410,server/src/services/euRegulations/dsaService.ts,828,dSARiskAssessment,create,ORG_IN_WHERE_OR_DATA,async conductRiskAssessment(,server/src/services/euRegulations/dsaService.ts:831,organizationId in prisma where/data
411,server/src/services/euRegulations/dsaService.ts,920,dSARiskAssessment,update,ORG_IN_WHERE_OR_DATA,async updateRiskAssessment(,server/src/services/euRegulations/dsaService.ts:913,organizationId in prisma where/data
412,server/src/services/euRegulations/dsaService.ts,967,dSANonPersonalizedFeed,upsert,ORG_IN_WHERE_OR_DATA,async configureNonPersonalizedFeed(,server/src/services/euRegulations/dsaService.ts:982,organizationId in prisma where/data
413,server/src/services/euRegulations/dsaService.ts,1042,dSANonPersonalizedFeed,update,ORG_IN_WHERE_OR_DATA,async updateNonPersonalizedFeedStatus(,server/src/services/euRegulations/dsaService.ts:1026,organizationId referenced before write in function
414,server/src/services/euRegulations/euAiActService.ts,251,unknown,unknown,ORG_IN_WHERE_OR_DATA,async registerAISystem(,server/src/services/euRegulations/euAiActService.ts:253,organizationId in prisma where/data
415,server/src/services/euRegulations/euAiActService.ts,274,unknown,unknown,ORG_IN_WHERE_OR_DATA,async registerAISystem(,server/src/services/euRegulations/euAiActService.ts:277,organizationId in prisma where/data
416,server/src/services/euRegulations/euAiActService.ts,322,eUAIActSystem,update,ORG_IN_WHERE_OR_DATA,async registerAISystem(,server/src/services/euRegulations/euAiActService.ts:219,organizationId referenced before write in function
417,server/src/services/euRegulations/euAiActService.ts,380,eUAIActRiskAssessment,create,ORG_IN_WHERE_OR_DATA,async conductRiskAssessment(,server/src/services/euRegulations/euAiActService.ts:383,organizationId in prisma where/data
418,server/src/services/euRegulations/euAiActService.ts,401,eUAIActSystem,update,ORG_IN_WHERE_OR_DATA,async conductRiskAssessment(,server/src/services/euRegulations/euAiActService.ts:411,organizationId in prisma where/data
419,server/src/services/euRegulations/euAiActService.ts,465,eUAIActTransparencyReport,create,ORG_IN_WHERE_OR_DATA,async generateTransparencyReport(,server/src/services/euRegulations/euAiActService.ts:467,organizationId in prisma where/data
420,server/src/services/euRegulations/euAiActService.ts,587,eUAIActSystem,update,ORG_IN_WHERE_OR_DATA,async updateAISystem(,server/src/services/euRegulations/euAiActService.ts:580,organizationId in prisma where/data
421,server/src/services/euRegulations/euAiActService.ts,639,eUAIActSystem,delete,ORG_IN_WHERE_OR_DATA,"async deleteAISystem(organizationId: string, systemId: string): Promise<void> {",server/src/services/euRegulations/euAiActService.ts:630,organizationId in prisma where/data
422,server/src/services/featureService.ts,214,unknown,unknown,ORG_IN_PRIOR_findFirst,async subscribeToFeature(,server/src/services/featureService.ts:144,prior findFirst/findUnique with organizationId
423,server/src/services/featureService.ts,238,unknown,unknown,ORG_IN_PRIOR_findFirst,async subscribeToFeature(,server/src/services/featureService.ts:144,prior findFirst/findUnique with organizationId
424,server/src/services/featureService.ts,249,unknown,unknown,ORG_IN_PRIOR_findFirst,async subscribeToFeature(,server/src/services/featureService.ts:144,prior findFirst/findUnique with organizationId
425,server/src/services/featureService.ts,263,unknown,unknown,ORG_IN_PRIOR_findFirst,async subscribeToFeature(,server/src/services/featureService.ts:144,prior findFirst/findUnique with organizationId
426,server/src/services/featureService.ts,277,unknown,unknown,ORG_IN_PRIOR_findFirst,async subscribeToFeature(,server/src/services/featureService.ts:144,prior findFirst/findUnique with organizationId
427,server/src/services/featureService.ts,337,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async unsubscribeFromFeature(,server/src/services/featureService.ts:337,"non-prisma: await stripe.subscriptionItems.update(subscription.stripeSubscriptionItemId, {"
428,server/src/services/featureService.ts,348,featureSubscription,update,ORG_IN_WHERE_OR_DATA,async unsubscribeFromFeature(,server/src/services/featureService.ts:360,organizationId in prisma where/data
429,server/src/services/featureService.ts,358,featureSubscription,update,ORG_IN_WHERE_OR_DATA,async unsubscribeFromFeature(,server/src/services/featureService.ts:360,organizationId in prisma where/data
430,server/src/services/frameworkTemplateService.ts,1744,auditLog,create,ORG_IN_PRIOR_findFirst,async applyTemplateToFramework(,server/src/services/frameworkTemplateService.ts:1676,prior findFirst/findUnique with organizationId
431,server/src/services/frameworkTemplateService.ts,1860,controlMapping,create,ORG_IN_WHERE_OR_DATA,async applyControlMappings(,server/src/services/frameworkTemplateService.ts:1791,organizationId referenced before write in function
432,server/src/services/frameworkTemplateService.ts,2138,controlMapping,deleteMany,ORG_IN_WHERE_OR_DATA,async regenerateControlMappings(,server/src/services/frameworkTemplateService.ts:2123,organizationId in prisma where/data
433,server/src/services/hipaaService.ts,120,pHIRecord,create,ORG_IN_WHERE_OR_DATA,async createPHIRecord(data: {,server/src/services/hipaaService.ts:105,organizationId in prisma where/data
434,server/src/services/hipaaService.ts,204,pHIAccessGrant,create,ORG_IN_WHERE_OR_DATA,async grantPHIAccess(data: {,server/src/services/hipaaService.ts:199,organizationId in prisma where/data
435,server/src/services/hipaaService.ts,242,pHIAccessGrant,update,ORG_IN_WHERE_OR_DATA,"async revokePHIAccess(grantId: string, organizationId: string, userId: string, r",server/src/services/hipaaService.ts:235,organizationId in prisma where/data
436,server/src/services/hipaaService.ts,298,businessAssociateAgreement,create,ORG_IN_WHERE_OR_DATA,async createBAA(data: {,server/src/services/hipaaService.ts:300,organizationId in prisma where/data
437,server/src/services/hipaaService.ts,348,businessAssociateAgreement,update,ORG_IN_WHERE_OR_DATA,"async updateBAAStatus(id: string, organizationId: string, userId: string, status",server/src/services/hipaaService.ts:341,organizationId in prisma where/data
438,server/src/services/hipaaService.ts,417,hIPAABreachRiskAssessment,create,ORG_IN_WHERE_OR_DATA,async assessBreachRisk(data: BreachRiskAssessmentInput) {,server/src/services/hipaaService.ts:419,organizationId in prisma where/data
439,server/src/services/hipaaService.ts,512,hIPAABreachRiskAssessment,update,ORG_IN_WHERE_OR_DATA,async markBreachNotificationSent(,server/src/services/hipaaService.ts:502,organizationId in prisma where/data
440,server/src/services/integrations/awsService.ts,88,integration,upsert,ORG_IN_WHERE_OR_DATA,async saveIntegration(,server/src/services/integrations/awsService.ts:82,organizationId in prisma where/data
441,server/src/services/integrations/awsService.ts,524,integration,update,ORG_IN_WHERE_OR_DATA,async disconnect(organizationId: string): Promise<void> {,server/src/services/integrations/awsService.ts:522,organizationId in prisma where/data
442,server/src/services/integrations/azureDevOpsService.ts,167,unknown,unknown,ORG_IN_WHERE_OR_DATA,private async getClient(organizationId: string): Promise<{ client: AxiosInstance,server/src/services/integrations/azureDevOpsService.ts:156,organizationId in prisma where/data
443,server/src/services/integrations/azureDevOpsService.ts,240,integration,update,ORG_IN_WHERE_OR_DATA,private async refreshOAuthToken(,server/src/services/integrations/azureDevOpsService.ts:198,organizationId referenced before write in function
444,server/src/services/integrations/azureDevOpsService.ts,334,integration,upsert,ORG_IN_WHERE_OR_DATA,async saveIntegration(,server/src/services/integrations/azureDevOpsService.ts:329,organizationId in prisma where/data
445,server/src/services/integrations/azureDevOpsService.ts,367,integration,update,ORG_IN_WHERE_OR_DATA,async disconnect(organizationId: string): Promise<void> {,server/src/services/integrations/azureDevOpsService.ts:366,organizationId in prisma where/data
446,server/src/services/integrations/azureDevOpsService.ts,812,auditLog,create,ORG_IN_WHERE_OR_DATA,async createComplianceWorkItem(,server/src/services/integrations/azureDevOpsService.ts:815,organizationId in prisma where/data
447,server/src/services/integrations/azureDevOpsService.ts,877,auditLog,create,ORG_IN_WHERE_OR_DATA,async syncWorkItems(,server/src/services/integrations/azureDevOpsService.ts:862,organizationId in prisma where/data
448,server/src/services/integrations/azureDevOpsService.ts,924,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async syncWorkItems(,server/src/services/integrations/azureDevOpsService.ts:924,non-prisma: .update({
449,server/src/services/integrations/azureDevOpsService.ts,935,issue,create,ORG_IN_PRIOR_findFirst,async syncWorkItems(,server/src/services/integrations/azureDevOpsService.ts:860,prior findFirst/findUnique with organizationId
450,server/src/services/integrations/azureDevOpsService.ts,951,auditLog,create,ORG_IN_PRIOR_findFirst,async syncWorkItems(,server/src/services/integrations/azureDevOpsService.ts:860,prior findFirst/findUnique with organizationId
451,server/src/services/integrations/azureDevOpsService.ts,1072,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async processWebhookEvent(,server/src/services/integrations/azureDevOpsService.ts:1072,non-prisma: .update({
452,server/src/services/integrations/azureService.ts,454,integration,update,ORG_IN_WHERE_OR_DATA,private async updateLastSync(organizationId: string): Promise<void> {,server/src/services/integrations/azureService.ts:452,organizationId in prisma where/data
453,server/src/services/integrations/azureService.ts,475,integration,updateMany,ORG_IN_WHERE_OR_DATA,async disconnect(organizationId: string): Promise<void> {,server/src/services/integrations/azureService.ts:473,organizationId in prisma where/data
454,server/src/services/integrations/azureSyncService.ts,45,azureSyncJob,create,ORG_IN_WHERE_OR_DATA,private async createSyncJob(,server/src/services/integrations/azureSyncService.ts:41,organizationId in prisma where/data
455,server/src/services/integrations/azureSyncService.ts,71,azureSyncJob,update,ORG_IN_WHERE_OR_DATA,private async updateSyncJob(,server/src/services/integrations/azureSyncService.ts:81,organizationId in prisma where/data
456,server/src/services/integrations/azureSyncService.ts,213,azureResource,upsert,ORG_IN_WHERE_OR_DATA,async syncResources(organizationId: string): Promise<SyncResult> {,server/src/services/integrations/azureSyncService.ts:198,organizationId in prisma where/data
457,server/src/services/integrations/azureSyncService.ts,279,azureSecurityFinding,upsert,ORG_IN_WHERE_OR_DATA,async syncSecurityFindings(organizationId: string): Promise<SyncResult> {,server/src/services/integrations/azureSyncService.ts:268,organizationId in prisma where/data
458,server/src/services/integrations/azureSyncService.ts,344,azureSecurityAlert,upsert,ORG_IN_WHERE_OR_DATA,async syncSecurityAlerts(organizationId: string): Promise<SyncResult> {,server/src/services/integrations/azureSyncService.ts:333,organizationId in prisma where/data
459,server/src/services/integrations/azureSyncService.ts,417,azurePolicyCompliance,upsert,ORG_IN_WHERE_OR_DATA,async syncPolicyCompliance(organizationId: string): Promise<SyncResult> {,server/src/services/integrations/azureSyncService.ts:404,organizationId in prisma where/data
460,server/src/services/integrations/azureSyncService.ts,477,azureUser,upsert,ORG_IN_WHERE_OR_DATA,async syncUsers(organizationId: string): Promise<SyncResult> {,server/src/services/integrations/azureSyncService.ts:466,organizationId in prisma where/data
461,server/src/services/integrations/azureSyncService.ts,600,azureResource,deleteMany,ORG_IN_WHERE_OR_DATA,async deleteSyncedData(organizationId: string): Promise<void> {,server/src/services/integrations/azureSyncService.ts:598,organizationId in prisma where/data
462,server/src/services/integrations/azureSyncService.ts,601,azureResource,deleteMany,ORG_IN_WHERE_OR_DATA,async deleteSyncedData(organizationId: string): Promise<void> {,server/src/services/integrations/azureSyncService.ts:598,organizationId in prisma where/data
463,server/src/services/integrations/azureSyncService.ts,602,azureResource,deleteMany,ORG_IN_WHERE_OR_DATA,async deleteSyncedData(organizationId: string): Promise<void> {,server/src/services/integrations/azureSyncService.ts:598,organizationId in prisma where/data
464,server/src/services/integrations/azureSyncService.ts,603,azureResource,deleteMany,ORG_IN_WHERE_OR_DATA,async deleteSyncedData(organizationId: string): Promise<void> {,server/src/services/integrations/azureSyncService.ts:598,organizationId in prisma where/data
465,server/src/services/integrations/azureSyncService.ts,604,azureResource,deleteMany,ORG_IN_WHERE_OR_DATA,async deleteSyncedData(organizationId: string): Promise<void> {,server/src/services/integrations/azureSyncService.ts:598,organizationId in prisma where/data
466,server/src/services/integrations/azureSyncService.ts,605,azureResource,deleteMany,ORG_IN_WHERE_OR_DATA,async deleteSyncedData(organizationId: string): Promise<void> {,server/src/services/integrations/azureSyncService.ts:598,organizationId in prisma where/data
467,server/src/services/integrations/githubService.ts,114,integration,upsert,ORG_IN_WHERE_OR_DATA,async saveIntegration(,server/src/services/integrations/githubService.ts:109,organizationId in prisma where/data
468,server/src/services/integrations/githubService.ts,429,integration,update,ORG_IN_WHERE_OR_DATA,async disconnect(organizationId: string): Promise<void> {,server/src/services/integrations/githubService.ts:427,organizationId in prisma where/data
469,server/src/services/integrations/googleService.ts,129,integration,upsert,ORG_IN_WHERE_OR_DATA,async saveIntegration(,server/src/services/integrations/googleService.ts:124,organizationId in prisma where/data
470,server/src/services/integrations/googleService.ts,222,integration,update,ORG_IN_WHERE_OR_DATA,"async ensureValidToken(organizationId: string, retryCount: number = 0): Promise<",server/src/services/integrations/googleService.ts:193,organizationId referenced before write in function
471,server/src/services/integrations/googleService.ts,473,integration,update,ORG_IN_WHERE_OR_DATA,async disconnect(organizationId: string): Promise<void> {,server/src/services/integrations/googleService.ts:459,organizationId in prisma where/data
472,server/src/services/integrations/jiraService.ts,150,integration,upsert,ORG_IN_WHERE_OR_DATA,async saveIntegration(,server/src/services/integrations/jiraService.ts:141,organizationId in prisma where/data
473,server/src/services/integrations/jiraService.ts,243,integration,update,ORG_IN_WHERE_OR_DATA,"async ensureValidToken(organizationId: string, retryCount: number = 0): Promise<",server/src/services/integrations/jiraService.ts:214,organizationId referenced before write in function
474,server/src/services/integrations/jiraService.ts,574,integration,update,ORG_IN_WHERE_OR_DATA,async disconnect(organizationId: string): Promise<void> {,server/src/services/integrations/jiraService.ts:572,organizationId in prisma where/data
475,server/src/services/integrations/jiraService.ts,662,auditLog,create,ORG_IN_WHERE_OR_DATA,async syncComplianceIssues(,server/src/services/integrations/jiraService.ts:651,organizationId in prisma where/data
476,server/src/services/integrations/jiraService.ts,706,issue,update,ORG_IN_PRIOR_findFirst,async syncComplianceIssues(,server/src/services/integrations/jiraService.ts:641,prior findFirst/findUnique with organizationId
477,server/src/services/integrations/jiraService.ts,717,issue,create,ORG_IN_PRIOR_findFirst,async syncComplianceIssues(,server/src/services/integrations/jiraService.ts:641,prior findFirst/findUnique with organizationId
478,server/src/services/integrations/jiraService.ts,730,auditLog,create,ORG_IN_PRIOR_findFirst,async syncComplianceIssues(,server/src/services/integrations/jiraService.ts:641,prior findFirst/findUnique with organizationId
479,server/src/services/integrations/jiraService.ts,943,issue,update,ORG_IN_WHERE_OR_DATA,async processWebhookEvent(,server/src/services/integrations/jiraService.ts:934,organizationId in prisma where/data
480,server/src/services/integrations/providers/baseIntegration.ts,130,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,protected httpClient: AxiosInstance;,server/src/services/integrations/providers/baseIntegration.ts:130,axios.create() in constructor — not a Prisma write op
481,server/src/services/integrations/providers/baseIntegration.ts,182,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,protected createEvidenceItem(,server/src/services/integrations/providers/baseIntegration.ts:182,"non-prisma: dataHash: crypto.createHash('sha256').update(JSON.stringify(data)).digest('hex'),"
482,server/src/services/integrations/servicenowService.ts,181,unknown,unknown,ORG_IN_WHERE_OR_DATA,private async getClient(organizationId: string): Promise<AxiosInstance> {,server/src/services/integrations/servicenowService.ts:171,organizationId in prisma where/data
483,server/src/services/integrations/servicenowService.ts,240,integration,update,ORG_IN_WHERE_OR_DATA,private async refreshOAuthToken(,server/src/services/integrations/servicenowService.ts:210,organizationId referenced before write in function
484,server/src/services/integrations/servicenowService.ts,339,integration,upsert,ORG_IN_WHERE_OR_DATA,async saveIntegration(,server/src/services/integrations/servicenowService.ts:334,organizationId in prisma where/data
485,server/src/services/integrations/servicenowService.ts,372,integration,update,ORG_IN_WHERE_OR_DATA,async disconnect(organizationId: string): Promise<void> {,server/src/services/integrations/servicenowService.ts:371,organizationId in prisma where/data
486,server/src/services/integrations/servicenowService.ts,569,auditLog,create,ORG_IN_WHERE_OR_DATA,async createChange(,server/src/services/integrations/servicenowService.ts:561,organizationId in prisma where/data
487,server/src/services/integrations/servicenowService.ts,759,auditLog,create,ORG_IN_WHERE_OR_DATA,async createComplianceIncident(,server/src/services/integrations/servicenowService.ts:756,organizationId in prisma where/data
488,server/src/services/integrations/servicenowService.ts,824,auditLog,create,ORG_IN_WHERE_OR_DATA,async syncIncidents(,server/src/services/integrations/servicenowService.ts:809,organizationId in prisma where/data
489,server/src/services/integrations/servicenowService.ts,872,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async syncIncidents(,server/src/services/integrations/servicenowService.ts:872,non-prisma: .update({
490,server/src/services/integrations/servicenowService.ts,883,issue,create,ORG_IN_PRIOR_findFirst,async syncIncidents(,server/src/services/integrations/servicenowService.ts:807,prior findFirst/findUnique with organizationId
491,server/src/services/integrations/servicenowService.ts,900,auditLog,create,ORG_IN_PRIOR_findFirst,async syncIncidents(,server/src/services/integrations/servicenowService.ts:807,prior findFirst/findUnique with organizationId
492,server/src/services/integrations/servicenowService.ts,1017,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async processWebhookEvent(,server/src/services/integrations/servicenowService.ts:1017,non-prisma: .update({
493,server/src/services/integrations/slackService.ts,139,integration,upsert,ORG_IN_WHERE_OR_DATA,async saveIntegration(,server/src/services/integrations/slackService.ts:135,organizationId in prisma where/data
494,server/src/services/integrations/slackService.ts,516,integration,update,ORG_IN_WHERE_OR_DATA,async disconnect(organizationId: string): Promise<void> {,server/src/services/integrations/slackService.ts:518,organizationId in prisma where/data
495,server/src/services/integrations/slackService.ts,668,integration,update,ORG_IN_WHERE_OR_DATA,async configureAlertChannel(,server/src/services/integrations/slackService.ts:656,organizationId in prisma where/data
496,server/src/services/iso27001Service.ts,155,iSO27001Assessment,create,ORG_IN_WHERE_OR_DATA,async createAssessment(data: {,server/src/services/iso27001Service.ts:144,organizationId in prisma where/data
497,server/src/services/iso27001Service.ts,228,iSO27001Assessment,update,ORG_IN_WHERE_OR_DATA,async updateAssessmentStatus(,server/src/services/iso27001Service.ts:223,organizationId in prisma where/data
498,server/src/services/iso27001Service.ts,268,iSO27001SoA,upsert,ORG_IN_WHERE_OR_DATA,async upsertSoAEntry(data: {,server/src/services/iso27001Service.ts:254,organizationId in prisma where/data
499,server/src/services/iso27001Service.ts,345,iSO27001RiskScenario,create,ORG_IN_WHERE_OR_DATA,async createRiskScenario(data: {,server/src/services/iso27001Service.ts:342,organizationId in prisma where/data
500,server/src/services/iso27001Service.ts,405,iSO27001RiskScenario,update,ORG_IN_WHERE_OR_DATA,async updateRiskScenario(,server/src/services/iso27001Service.ts:400,organizationId in prisma where/data
501,server/src/services/iso27001Service.ts,447,iSO27001CorrectiveAction,create,ORG_IN_WHERE_OR_DATA,async createCorrectiveAction(data: {,server/src/services/iso27001Service.ts:433,organizationId in prisma where/data
502,server/src/services/iso27001Service.ts,489,iSO27001CorrectiveAction,update,ORG_IN_WHERE_OR_DATA,async updateCorrectiveActionStatus(,server/src/services/iso27001Service.ts:477,organizationId in prisma where/data
503,server/src/services/issueManagementService.ts,33,issue,create,ORG_IN_WHERE_OR_DATA,async createIssue(data: {,server/src/services/issueManagementService.ts:35,organizationId in prisma where/data
504,server/src/services/issueManagementService.ts,117,issue,update,ORG_IN_WHERE_OR_DATA,async updateIssueStatus(,server/src/services/issueManagementService.ts:128,organizationId in prisma where/data
505,server/src/services/issueManagementService.ts,157,issue,update,ORG_IN_WHERE_OR_DATA,async assignIssue(,server/src/services/issueManagementService.ts:148,organizationId in prisma where/data
506,server/src/services/issueManagementService.ts,200,issueComment,create,ORG_IN_WHERE_OR_DATA,async addComment(,server/src/services/issueManagementService.ts:198,organizationId in prisma where/data
507,server/src/services/issueManagementService.ts,257,issue,update,ORG_IN_WHERE_OR_DATA,async updateRemediationPlan(,server/src/services/issueManagementService.ts:255,organizationId in prisma where/data
508,server/src/services/issueManagementService.ts,384,issue,update,ORG_IN_WHERE_OR_DATA,async updateSLAStatuses(organizationId: string) {,server/src/services/issueManagementService.ts:370,organizationId in prisma where/data
509,server/src/services/mdmService.ts,136,managedDevice,create,ORG_IN_WHERE_OR_DATA,async enrollDevice(data: {,server/src/services/mdmService.ts:138,organizationId in prisma where/data
510,server/src/services/mdmService.ts,262,managedDevice,update,ORG_IN_WHERE_OR_DATA,async updateDevice(,server/src/services/mdmService.ts:251,organizationId in prisma where/data
511,server/src/services/mdmService.ts,294,managedDevice,update,ORG_IN_WHERE_OR_DATA,async unenrollDevice(,server/src/services/mdmService.ts:287,organizationId in prisma where/data
512,server/src/services/mdmService.ts,325,managedDevice,delete,ORG_IN_WHERE_OR_DATA,"async deleteDevice(id: string, userId: string, organizationId: string): Promise<",server/src/services/mdmService.ts:319,organizationId in prisma where/data
513,server/src/services/mdmService.ts,360,managedDevice,update,ORG_IN_WHERE_OR_DATA,async reassignDevice(,server/src/services/mdmService.ts:345,organizationId in prisma where/data
