site_number,file,line,call_signature,verdict,severity,evidence_quote,verified_at,verified_by,session
390,./server/src/controllers/frameworksController.ts,762,      logger.info(`Upload evidence request: frameworkId=${frameworkId}; controlId=${controlId}; organizationId=${organizationId}`);,SAFE_LOG,N/A,      logger.info(`Upload evidence request: frameworkId=${frameworkId}; controlId=${controlId}; organizationId=${organizationId}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
391,./server/src/controllers/frameworksController.ts,770,        logger.warn(`Framework not found: ${frameworkId} for organization ${organizationId}`);,SAFE_LOG,N/A,        logger.warn(`Framework not found: ${frameworkId} for organization ${organizationId}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
392,./server/src/controllers/frameworksController.ts,779,        logger.warn(`Control not found: ${controlId} for framework ${frameworkId}`);,SAFE_LOG,N/A,        logger.warn(`Control not found: ${controlId} for framework ${frameworkId}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
393,./server/src/controllers/frameworksController.ts,786,        logger.warn('No file uploaded in request');,SAFE_LOG,N/A,        logger.warn('No file uploaded in request');,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
394,./server/src/controllers/frameworksController.ts,790,      logger.info(`File received: ${file.originalname}; size: ${file.size}; type: ${file.mimetype}`);,SAFE_LOG,N/A,      logger.info(`File received: ${file.originalname}; size: ${file.size}; type: ${file.mimetype}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
395,./server/src/controllers/frameworksController.ts,802,        logger.info(`File uploaded to S3: ${uploadResult.url}`);,SAFE_LOG,N/A,        logger.info(`File uploaded to S3: ${uploadResult.url}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
396,./server/src/controllers/frameworksController.ts,804,        logger.error('S3 upload error'; s3Error);,SAFE_LOG,N/A,        logger.error('S3 upload error'; s3Error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
397,./server/src/controllers/frameworksController.ts,828,        logger.warn('Failed to create evidence version'; versionError);,SAFE_LOG,N/A,        logger.warn('Failed to create evidence version'; versionError);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
398,./server/src/controllers/frameworksController.ts,850,        logger.info(`Evidence updated for control: ${controlId}`);,SAFE_LOG,N/A,        logger.info(`Evidence updated for control: ${controlId}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
399,./server/src/controllers/frameworksController.ts,861,        logger.error('Database update error'; dbError);,SAFE_LOG,N/A,        logger.error('Database update error'; dbError);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
400,./server/src/controllers/frameworksController.ts,865,      logger.error('Upload evidence error'; error);,SAFE_LOG,N/A,      logger.error('Upload evidence error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
401,./server/src/controllers/frameworksController.ts,928,        logger.error('Failed to generate signed URL'; s3Error);,SAFE_LOG,N/A,        logger.error('Failed to generate signed URL'; s3Error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
402,./server/src/controllers/frameworksController.ts,931,        logger.error('S3 Key used:'; s3Key);,SAFE_LOG,N/A,        logger.error('S3 Key used:'; s3Key);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
403,./server/src/controllers/frameworksController.ts,932,        logger.error('Original evidence URL:'; control.evidence);,SAFE_LOG,N/A,        logger.error('Original evidence URL:'; control.evidence);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
404,./server/src/controllers/frameworksController.ts,936,      logger.error('Get evidence URL error'; error);,SAFE_LOG,N/A,      logger.error('Get evidence URL error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
405,./server/src/controllers/frameworksController.ts,1077,      logger.error('Smart upload error'; error);,SAFE_LOG,N/A,      logger.error('Smart upload error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
406,./server/src/controllers/frameworksController.ts,1148,      logger.error('Accept suggestion error'; error);,SAFE_LOG,N/A,      logger.error('Accept suggestion error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
407,./server/src/controllers/frameworksController.ts,1197,      logger.error('Reject suggestion error'; error);,SAFE_LOG,N/A,      logger.error('Reject suggestion error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
408,./server/src/controllers/frameworksController.ts,1241,      logger.error('Get suggestions error'; error);,SAFE_LOG,N/A,      logger.error('Get suggestions error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
409,./server/src/controllers/frameworksController.ts,1291,      logger.error('Delete control error'; error);,SAFE_LOG,N/A,      logger.error('Delete control error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
410,./server/src/controllers/integrationsController.ts,155,    logger.error('Error generating Google auth URL'; error);,SAFE_LOG,N/A,    logger.error('Error generating Google auth URL'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
411,./server/src/controllers/integrationsController.ts,198,          logger.warn(`Google OAuth token exchange attempt ${attempt + 1} failed; retrying in ${delay}ms...`);,SAFE_LOG,N/A,          logger.warn(`Google OAuth token exchange attempt ${attempt + 1} failed; retrying in ${delay}ms...`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
412,./server/src/controllers/integrationsController.ts,220,        logger.error('Error in Google OAuth callback (non-retryable)'; error);,SAFE_LOG,N/A,        logger.error('Error in Google OAuth callback (non-retryable)'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
413,./server/src/controllers/integrationsController.ts,234,        logger.warn(`Google OAuth callback attempt ${attempt + 1} failed; retrying in ${delay}ms...`; error.message);,SAFE_LOG,N/A,        logger.warn(`Google OAuth callback attempt ${attempt + 1} failed; retrying in ${delay}ms...`; error.message);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
414,./server/src/controllers/integrationsController.ts,242,  logger.error('Error in Google OAuth callback after retries'; lastError);,SAFE_LOG,N/A,  logger.error('Error in Google OAuth callback after retries'; lastError);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
415,./server/src/controllers/integrationsController.ts,273,    logger.error('Error syncing Google data'; error);,SAFE_LOG,N/A,    logger.error('Error syncing Google data'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
416,./server/src/controllers/integrationsController.ts,286,    logger.error('Error disconnecting Google'; error);,SAFE_LOG,N/A,    logger.error('Error disconnecting Google'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
417,./server/src/controllers/integrationsController.ts,305,    logger.error('Error generating GitHub auth URL'; error);,SAFE_LOG,N/A,    logger.error('Error generating GitHub auth URL'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
418,./server/src/controllers/integrationsController.ts,336,    logger.error('Error in GitHub OAuth callback'; error);,SAFE_LOG,N/A,    logger.error('Error in GitHub OAuth callback'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
419,./server/src/controllers/integrationsController.ts,374,    logger.error('Error syncing GitHub data'; error);,SAFE_LOG,N/A,    logger.error('Error syncing GitHub data'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
420,./server/src/controllers/integrationsController.ts,387,    logger.error('Error disconnecting GitHub'; error);,SAFE_LOG,N/A,    logger.error('Error disconnecting GitHub'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
421,./server/src/controllers/integrationsController.ts,406,    logger.error('Error generating Slack auth URL'; error);,SAFE_LOG,N/A,    logger.error('Error generating Slack auth URL'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
422,./server/src/controllers/integrationsController.ts,434,    logger.error('Error in Slack OAuth callback'; error);,SAFE_LOG,N/A,    logger.error('Error in Slack OAuth callback'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
423,./server/src/controllers/integrationsController.ts,466,    logger.error('Error syncing Slack data'; error);,SAFE_LOG,N/A,    logger.error('Error syncing Slack data'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
424,./server/src/controllers/integrationsController.ts,485,    logger.error('Error posting Slack message'; error);,SAFE_LOG,N/A,    logger.error('Error posting Slack message'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
425,./server/src/controllers/integrationsController.ts,498,    logger.error('Error disconnecting Slack'; error);,SAFE_LOG,N/A,    logger.error('Error disconnecting Slack'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
426,./server/src/controllers/integrationsController.ts,517,    logger.error('Error generating Jira auth URL'; error);,SAFE_LOG,N/A,    logger.error('Error generating Jira auth URL'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
427,./server/src/controllers/integrationsController.ts,562,    logger.error('Error in Jira OAuth callback'; error);,SAFE_LOG,N/A,    logger.error('Error in Jira OAuth callback'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
428,./server/src/controllers/integrationsController.ts,594,    logger.error('Error syncing Jira data'; error);,SAFE_LOG,N/A,    logger.error('Error syncing Jira data'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
429,./server/src/controllers/integrationsController.ts,619,    logger.error('Error creating Jira issue'; error);,SAFE_LOG,N/A,    logger.error('Error creating Jira issue'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
430,./server/src/controllers/integrationsController.ts,632,    logger.error('Error disconnecting Jira'; error);,SAFE_LOG,N/A,    logger.error('Error disconnecting Jira'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
431,./server/src/controllers/integrationsController.ts,673,    logger.error('Error connecting AWS'; error);,SAFE_LOG,N/A,    logger.error('Error connecting AWS'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
432,./server/src/controllers/integrationsController.ts,712,    logger.error('Error syncing AWS data'; error);,SAFE_LOG,N/A,    logger.error('Error syncing AWS data'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
433,./server/src/controllers/integrationsController.ts,725,    logger.error('Error disconnecting AWS'; error);,SAFE_LOG,N/A,    logger.error('Error disconnecting AWS'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
434,./server/src/controllers/integrationsController.ts,756,    logger.error('Error listing integrations'; error);,SAFE_LOG,N/A,    logger.error('Error listing integrations'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
435,./server/src/controllers/integrationsController.ts,793,    logger.error('Error getting integration status'; error);,SAFE_LOG,N/A,    logger.error('Error getting integration status'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
436,./server/src/controllers/integrationsController.ts,846,      logger.info(`Azure credentials validated for tenant ${tenantId}; subscription ${subscriptionId}`);,SAFE_LOG,N/A,      logger.info(`Azure credentials validated for tenant ${tenantId}; subscription ${subscriptionId}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
437,./server/src/controllers/integrationsController.ts,853,      logger.error('Azure credential validation failed'; errorMsg);,SAFE_LOG,N/A,      logger.error('Azure credential validation failed'; errorMsg);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
438,./server/src/controllers/integrationsController.ts,904,    logger.error('Error connecting Azure'; error);,SAFE_LOG,N/A,    logger.error('Error connecting Azure'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
439,./server/src/controllers/integrationsController.ts,962,    logger.error('Error syncing Azure data'; error);,SAFE_LOG,N/A,    logger.error('Error syncing Azure data'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
440,./server/src/controllers/integrationsController.ts,999,    logger.error('Error disconnecting Azure'; error);,SAFE_LOG,N/A,    logger.error('Error disconnecting Azure'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
441,./server/src/controllers/integrationsController.ts,1046,    logger.error('Error running Azure full sync'; error);,SAFE_LOG,N/A,    logger.error('Error running Azure full sync'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
442,./server/src/controllers/integrationsController.ts,1061,    logger.error('Error getting Azure sync status'; error);,SAFE_LOG,N/A,    logger.error('Error getting Azure sync status'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
443,./server/src/controllers/integrationsController.ts,1081,    logger.error('Error getting Azure sync history'; error);,SAFE_LOG,N/A,    logger.error('Error getting Azure sync history'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
444,./server/src/controllers/integrationsController.ts,1109,    logger.error('Error getting Azure synced resources'; error);,SAFE_LOG,N/A,    logger.error('Error getting Azure synced resources'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
445,./server/src/controllers/integrationsController.ts,1137,    logger.error('Error getting Azure synced security findings'; error);,SAFE_LOG,N/A,    logger.error('Error getting Azure synced security findings'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
446,./server/src/controllers/integrationsController.ts,1165,    logger.error('Error getting Azure synced security alerts'; error);,SAFE_LOG,N/A,    logger.error('Error getting Azure synced security alerts'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
447,./server/src/controllers/integrationsController.ts,1193,    logger.error('Error getting Azure synced users'; error);,SAFE_LOG,N/A,    logger.error('Error getting Azure synced users'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
448,./server/src/controllers/integrationsController.ts,1220,    logger.error('Error getting Azure synced policies'; error);,SAFE_LOG,N/A,    logger.error('Error getting Azure synced policies'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
449,./server/src/controllers/integrationsController.ts,1332,          logger.info(`API key validated successfully for ${provider}`; {,GAP_MEDIUM,MEDIUM,          logger.info(`API key validated successfully for ${provider}`; {,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
450,./server/src/controllers/integrationsController.ts,1348,          logger.error(`API key validation failed for ${provider}:`; { message: errorMessage; status: validationError?.response?.status });,SAFE_LOG,N/A,          logger.error(`API key validation failed for ${provider}:`; { message: errorMessage; status: validationError?.response?.status });,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
451,./server/src/controllers/integrationsController.ts,1390,          logger.info(`API key and secret validated successfully for ${provider}`; {,SAFE_LOG,N/A,          logger.info(`API key and secret validated successfully for ${provider}`; {,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
452,./server/src/controllers/integrationsController.ts,1395,          logger.error(`API key validation failed for ${provider}:`; validationError);,SAFE_LOG,N/A,          logger.error(`API key validation failed for ${provider}:`; validationError);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
453,./server/src/controllers/integrationsController.ts,1446,        logger.info(`PAT validated successfully for ${provider}`; {,GAP_MEDIUM,MEDIUM,        logger.info(`PAT validated successfully for ${provider}`; {,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
454,./server/src/controllers/integrationsController.ts,1462,        logger.error(`PAT validation failed for ${provider}:`; { message: errorMessage; status: validationError?.response?.status });,SAFE_LOG,N/A,        logger.error(`PAT validation failed for ${provider}:`; { message: errorMessage; status: validationError?.response?.status });,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
455,./server/src/controllers/integrationsController.ts,1580,    logger.error('Error connecting provider'; error);,SAFE_LOG,N/A,    logger.error('Error connecting provider'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
456,./server/src/controllers/integrationsController.ts,1606,    logger.error('Error in generic authorize'; error);,SAFE_LOG,N/A,    logger.error('Error in generic authorize'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
457,./server/src/controllers/integrationsController.ts,1667,        logger.info(`Integration sync collected ${syncResult.evidenceCollected.length} evidence artifacts from ${integration.name}`);,SAFE_LOG,N/A,        logger.info(`Integration sync collected ${syncResult.evidenceCollected.length} evidence artifacts from ${integration.name}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
458,./server/src/controllers/integrationsController.ts,1670,      logger.info(,SAFE_LOG,N/A,      logger.info(,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
459,./server/src/controllers/integrationsController.ts,1716,    logger.info(`Integration synced: ${provider} for organization ${organizationId}`);,SAFE_LOG,N/A,    logger.info(`Integration synced: ${provider} for organization ${organizationId}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
460,./server/src/controllers/integrationsController.ts,1718,    logger.error('Error syncing provider'; error);,SAFE_LOG,N/A,    logger.error('Error syncing provider'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
461,./server/src/controllers/integrationsController.ts,1781,    logger.error('Error testing provider connection'; error);,SAFE_LOG,N/A,    logger.error('Error testing provider connection'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
462,./server/src/controllers/integrationsController.ts,1820,    logger.info(`Collected ${evidence.length} evidence items from ${integration.name}`);,SAFE_LOG,N/A,    logger.info(`Collected ${evidence.length} evidence items from ${integration.name}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
463,./server/src/controllers/integrationsController.ts,1846,    logger.error('Error collecting provider evidence'; error);,SAFE_LOG,N/A,    logger.error('Error collecting provider evidence'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
464,./server/src/controllers/integrationsController.ts,1923,    logger.error('Error bulk testing connections'; error);,SAFE_LOG,N/A,    logger.error('Error bulk testing connections'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
465,./server/src/controllers/integrationsController.ts,1951,    logger.error('Error getting registry stats'; error);,SAFE_LOG,N/A,    logger.error('Error getting registry stats'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
466,./server/src/controllers/integrationsController.ts,1999,    logger.info(`Integration disconnected: ${provider} for organization ${organizationId}`);,SAFE_LOG,N/A,    logger.info(`Integration disconnected: ${provider} for organization ${organizationId}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
467,./server/src/controllers/integrationsController.ts,2001,    logger.error('Error disconnecting provider'; error);,SAFE_LOG,N/A,    logger.error('Error disconnecting provider'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
468,./server/src/controllers/onboardingController.ts,50,      logger.error('Failed to get onboarding progress:'; error);,SAFE_LOG,N/A,      logger.error('Failed to get onboarding progress:'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
469,./server/src/controllers/onboardingController.ts,131,      logger.error('Failed to update onboarding progress:'; error);,SAFE_LOG,N/A,      logger.error('Failed to update onboarding progress:'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
470,./server/src/controllers/onboardingController.ts,163,      logger.error('Failed to track onboarding event:'; error);,SAFE_LOG,N/A,      logger.error('Failed to track onboarding event:'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
471,./server/src/controllers/onboardingController.ts,259,      logger.error('Failed to complete milestone:'; error);,SAFE_LOG,N/A,      logger.error('Failed to complete milestone:'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
472,./server/src/controllers/onboardingController.ts,294,      logger.error('Failed to update onboarding preferences:'; error);,SAFE_LOG,N/A,      logger.error('Failed to update onboarding preferences:'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
473,./server/src/controllers/onboardingController.ts,353,      logger.error('Failed to skip flow:'; error);,SAFE_LOG,N/A,      logger.error('Failed to skip flow:'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
474,./server/src/controllers/onboardingController.ts,402,      logger.error('Failed to reset onboarding:'; error);,SAFE_LOG,N/A,      logger.error('Failed to reset onboarding:'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
475,./server/src/controllers/onboardingController.ts,425,      logger.error('Failed to get onboarding checklist:'; error);,SAFE_LOG,N/A,      logger.error('Failed to get onboarding checklist:'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
476,./server/src/controllers/onboardingController.ts,499,      logger.error('Failed to update onboarding checklist:'; error);,SAFE_LOG,N/A,      logger.error('Failed to update onboarding checklist:'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
477,./server/src/controllers/organizationController.ts,33,      logger.error('Get organization error'; error);,SAFE_LOG,N/A,      logger.error('Get organization error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
478,./server/src/controllers/organizationController.ts,96,      logger.info(`Organization updated: ${organizationId}`);,SAFE_LOG,N/A,      logger.info(`Organization updated: ${organizationId}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
479,./server/src/controllers/organizationController.ts,98,      logger.error('Update organization error'; error);,SAFE_LOG,N/A,      logger.error('Update organization error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
480,./server/src/controllers/risksController.ts,66,      logger.error('List risks error'; error);,SAFE_LOG,N/A,      logger.error('List risks error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
481,./server/src/controllers/risksController.ts,100,      logger.error('Get risk error'; error);,SAFE_LOG,N/A,      logger.error('Get risk error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
482,./server/src/controllers/risksController.ts,165,      logger.info(`Risk created: ${risk.id}`);,SAFE_LOG,N/A,      logger.info(`Risk created: ${risk.id}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
483,./server/src/controllers/risksController.ts,167,      logger.error('Create risk error'; error);,SAFE_LOG,N/A,      logger.error('Create risk error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
484,./server/src/controllers/risksController.ts,280,      logger.info(`Risk updated: ${risk.id}`);,SAFE_LOG,N/A,      logger.info(`Risk updated: ${risk.id}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
485,./server/src/controllers/risksController.ts,282,      logger.error('Update risk error'; error);,SAFE_LOG,N/A,      logger.error('Update risk error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
486,./server/src/controllers/risksController.ts,319,      logger.info(`Risk deleted: ${id}`);,SAFE_LOG,N/A,      logger.info(`Risk deleted: ${id}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
487,./server/src/controllers/risksController.ts,321,      logger.error('Delete risk error'; error);,SAFE_LOG,N/A,      logger.error('Delete risk error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
488,./server/src/controllers/risksController.ts,371,      logger.info(`Risks prioritized: ${prioritized.length}`);,SAFE_LOG,N/A,      logger.info(`Risks prioritized: ${prioritized.length}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
489,./server/src/controllers/risksController.ts,373,      logger.error('Prioritize risks error'; error);,SAFE_LOG,N/A,      logger.error('Prioritize risks error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
490,./server/src/controllers/risksController.ts,405,      logger.info(`Remediation plan generated for risk: ${id}`);,SAFE_LOG,N/A,      logger.info(`Remediation plan generated for risk: ${id}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
491,./server/src/controllers/risksController.ts,407,      logger.error('Generate remediation error'; error);,SAFE_LOG,N/A,      logger.error('Generate remediation error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
492,./server/src/controllers/risksController.ts,607,      logger.info(`Risk scan completed for organization: ${organizationId}; found ${newRisks.length} new risks`);,SAFE_LOG,N/A,      logger.info(`Risk scan completed for organization: ${organizationId}; found ${newRisks.length} new risks`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
493,./server/src/controllers/risksController.ts,609,      logger.error('Risk scan error'; error);,SAFE_LOG,N/A,      logger.error('Risk scan error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
494,./server/src/controllers/securityController.ts,56,      logger.error('Verify device trust error'; error);,SAFE_LOG,N/A,      logger.error('Verify device trust error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
495,./server/src/controllers/securityController.ts,89,      logger.error('Evaluate access request error'; error);,SAFE_LOG,N/A,      logger.error('Evaluate access request error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
496,./server/src/controllers/securityController.ts,103,      logger.error('Create Zero Trust policy error'; error);,SAFE_LOG,N/A,      logger.error('Create Zero Trust policy error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
497,./server/src/controllers/securityController.ts,114,      logger.error('Get Zero Trust policies error'; error);,SAFE_LOG,N/A,      logger.error('Get Zero Trust policies error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
498,./server/src/controllers/securityController.ts,130,      logger.error('Get Zero Trust policy error'; error);,SAFE_LOG,N/A,      logger.error('Get Zero Trust policy error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
499,./server/src/controllers/securityController.ts,165,      logger.error('Update Zero Trust policy error'; error);,SAFE_LOG,N/A,      logger.error('Update Zero Trust policy error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
500,./server/src/controllers/securityController.ts,197,      logger.error('Delete Zero Trust policy error'; error);,SAFE_LOG,N/A,      logger.error('Delete Zero Trust policy error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
